ticker,display_name,asset_class,currency,region,venue,risk_sleeves,primary_vulnerability_tags,generic_safe_asset_flag,cash_like_flag,duration_bucket,inverse_or_leverage_flag,benchmark_role_default,max_grade_without_direct_match,min_adv_krw,candidate_role,notes_ko,group_tag,benchmark_group,is_core_hedge,candidate_role_reason_ko
XBI,SPDR Biotech ETF,equity_etf,USD,US,NYSE,rate_shock_growth_duration|recession_liquidity_stress,biotech|high_beta,N,N,none,N,N,C,10000000000,diagnostic_only,바이오 beta 기준 자산,growth,US_SECTOR,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
KRE,SPDR Regional Banking ETF,equity_etf,USD,US,NYSE,recession_liquidity_stress|rate_shock_growth_duration,regional_bank|credit_cycle,N,N,none,N,N,C,10000000000,diagnostic_only,은행 credit beta 기준 자산,financial,US_SECTOR,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
XRT,SPDR Retail ETF,equity_etf,USD,US,NYSE,recession_liquidity_stress|rate_shock_growth_duration,retail|consumer_cycle,N,N,none,N,N,C,7000000000,diagnostic_only,소비 beta 기준 자산,cyclical,US_SECTOR,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
IYR,iShares US Real Estate ETF,equity_etf,USD,US,NYSE,rate_shock_growth_duration|recession_liquidity_stress,real_estate|duration_risk,N,N,none,N,N,C,8000000000,diagnostic_only,부동산 금리 민감 기준 자산,real_estate,US_REIT,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
XOP,SPDR Oil Gas Exploration ETF,equity_etf,USD,US,NYSE,inflation_energy_shock|geopolitical_supply_chain,energy|oil,N,N,none,N,N,C,10000000000,hedge_candidate,에너지 충격 취약점 보완 후보,energy_sector,US_SECTOR,Y,핵심 취약점 직접 완화 후보
TAN,Invesco Solar ETF,equity_etf,USD,US,NYSE,rate_shock_growth_duration|geopolitical_supply_chain,clean_energy|growth_beta,N,N,none,N,N,C,5000000000,diagnostic_only,클린에너지 beta 기준 자산,growth,US_SECTOR,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
ICLN,iShares Global Clean Energy ETF,equity_etf,USD,GLOBAL,NASDAQ,rate_shock_growth_duration|geopolitical_supply_chain,clean_energy|growth_beta,N,N,none,N,N,C,5000000000,diagnostic_only,클린에너지 beta 기준 자산,growth,GLOBAL,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
URA,Global X Uranium ETF,equity_etf,USD,GLOBAL,NYSE,inflation_energy_shock|geopolitical_supply_chain,uranium|energy,N,N,none,N,N,C,5000000000,conditional_candidate,에너지 공급망 보완 후보,energy_sector,GLOBAL,N,취약점 보완 근거가 있을 때만 검토 후보
USMV,iShares MSCI USA Min Vol ETF,equity_etf,USD,US,CBOE,recession_liquidity_stress|rate_shock_growth_duration|semiconductor_ai_cycle,low_volatility|defensive_equity|growth_beta_offset,N,N,none,N,N,B,12000000000,hedge_candidate,성장주와 집중 beta를 낮추는 저변동성 후보,low_volatility,MSCI_USA,Y,핵심 취약점 직접 완화 후보
SPLV,Invesco S&P 500 Low Vol ETF,equity_etf,USD,US,NYSE,recession_liquidity_stress|rate_shock_growth_duration|semiconductor_ai_cycle,low_volatility|defensive_equity|growth_beta_offset,N,N,none,N,N,B,10000000000,hedge_candidate,성장주와 집중 beta를 낮추는 저변동성 후보,low_volatility,SP500,Y,핵심 취약점 직접 완화 후보
QUAL,iShares MSCI USA Quality Factor ETF,equity_etf,USD,US,CBOE,recession_liquidity_stress|rate_shock_growth_duration,quality_factor|defensive_equity,N,N,none,N,N,C,8000000000,hedge_candidate,품질 팩터로 경기 취약성을 완화하는 후보,quality_factor,MSCI_USA,Y,핵심 취약점 직접 완화 후보
BTAL,AGFiQ US Market Neutral Anti Beta ETF,equity_etf,USD,US,NYSE,recession_liquidity_stress|rate_shock_growth_duration|semiconductor_ai_cycle,market_neutral|low_beta|growth_beta_offset,N,N,none,N,N,B,3000000000,hedge_candidate,고beta 성장주와 반도체 취약점을 직접 낮추는 anti beta 후보,market_neutral,US_FACTOR,Y,핵심 취약점 직접 완화 후보
MTUM,iShares MSCI USA Momentum Factor ETF,equity_etf,USD,US,CBOE,rate_shock_growth_duration|recession_liquidity_stress,momentum|growth_beta,N,N,none,N,N,C,8000000000,diagnostic_only,모멘텀 beta 기준 자산,growth,MSCI_USA,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
VTV,Vanguard Value ETF,equity_etf,USD,US,NYSE,rate_shock_growth_duration|recession_liquidity_stress,value_factor|growth_beta_offset,N,N,none,N,N,B,15000000000,hedge_candidate,성장주 duration 취약성을 낮추는 value rotation 후보,value_factor,US_FACTOR,Y,핵심 취약점 직접 완화 후보
VUG,Vanguard Growth ETF,equity_etf,USD,US,NYSE,rate_shock_growth_duration|semiconductor_ai_cycle,growth_beta,N,N,none,N,N,C,15000000000,diagnostic_only,성장주 beta 기준 자산,growth,US_FACTOR,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
IWD,iShares Russell 1000 Value ETF,equity_etf,USD,US,NYSE,rate_shock_growth_duration|recession_liquidity_stress,value_factor|growth_beta_offset,N,N,none,N,N,B,10000000000,hedge_candidate,성장주 duration 취약성을 낮추는 value rotation 후보,value_factor,RUSSELL1000,Y,핵심 취약점 직접 완화 후보
IWF,iShares Russell 1000 Growth ETF,equity_etf,USD,US,NYSE,rate_shock_growth_duration|semiconductor_ai_cycle,growth_beta,N,N,none,N,N,C,10000000000,diagnostic_only,성장주 beta 기준 자산,growth,RUSSELL1000,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
RSP,Invesco S&P 500 Equal Weight ETF,equity_etf,USD,US,NYSE,recession_liquidity_stress|rate_shock_growth_duration,concentration_reducer|equal_weight,N,N,none,N,N,B,12000000000,hedge_candidate,대형 기술주 집중도를 낮추는 equal weight 후보,equal_weight,SP500,Y,핵심 취약점 직접 완화 후보
SCHD,Schwab US Dividend Equity ETF,equity_etf,USD,US,NYSE,recession_liquidity_stress|rate_shock_growth_duration,dividend_quality|defensive_equity,N,N,none,N,N,B,12000000000,hedge_candidate,성장주와 경기 민감도를 낮추는 배당품질 후보,defensive_sector,US_DIVIDEND,Y,핵심 취약점 직접 완화 후보
VIG,Vanguard Dividend Appreciation ETF,equity_etf,USD,US,NYSE,recession_liquidity_stress|rate_shock_growth_duration,dividend_quality|defensive_equity,N,N,none,N,N,B,10000000000,hedge_candidate,성장주와 경기 민감도를 낮추는 배당성장 후보,defensive_sector,US_DIVIDEND,Y,핵심 취약점 직접 완화 후보
NOBL,ProShares S&P 500 Dividend Aristocrats ETF,equity_etf,USD,US,CBOE,recession_liquidity_stress|rate_shock_growth_duration,dividend_quality|defensive_equity,N,N,none,N,N,B,7000000000,hedge_candidate,성장주와 경기 민감도를 낮추는 배당귀족 후보,defensive_sector,US_DIVIDEND,Y,핵심 취약점 직접 완화 후보
TAIL,Cambria Tail Risk ETF,tail_risk_etf,USD,US,CBOE,recession_liquidity_stress|geopolitical_supply_chain,tail_hedge|crash_protection,N,N,long,N,N,C,3000000000,research_only,꼬리위험 리서치 전용 후보,tail_hedge,US_TAIL,N,리서치 전용 후보
BIL,SPDR 1-3 Month T-Bill ETF,bond_etf,USD,US,NYSE,recession_liquidity_stress|rate_shock_growth_duration,cash_like|t_bill,Y,Y,cash,N,Y,D,30000000000,benchmark_candidate,현금성 benchmark로 최종 선택은 최대 1개,cash_like,US_TREASURY,Y,범용 방어 benchmark입니다
SGOV,iShares 0-3 Month Treasury Bond ETF,bond_etf,USD,US,NYSE,recession_liquidity_stress|rate_shock_growth_duration,cash_like|t_bill,Y,Y,cash,N,Y,D,30000000000,benchmark_candidate,현금성 benchmark로 최종 선택은 최대 1개,cash_like,US_TREASURY,Y,범용 방어 benchmark입니다
SHV,iShares Short Treasury Bond ETF,bond_etf,USD,US,NASDAQ,recession_liquidity_stress|rate_shock_growth_duration,cash_like|t_bill,Y,Y,cash,N,Y,D,20000000000,benchmark_candidate,현금성 benchmark로 최종 선택은 최대 1개,cash_like,US_TREASURY,Y,범용 방어 benchmark입니다
VGSH,Vanguard Short-Term Treasury ETF,bond_etf,USD,US,NASDAQ,recession_liquidity_stress|rate_shock_growth_duration,short_duration|cash_like,Y,Y,short,N,Y,D,15000000000,benchmark_candidate,단기채 benchmark로 최종 선택은 최대 1개,short_treasury,US_TREASURY,Y,범용 방어 benchmark입니다
VGIT,Vanguard Intermediate-Term Treasury ETF,bond_etf,USD,US,NASDAQ,rate_shock_growth_duration|recession_liquidity_stress,intermediate_duration|duration_risk,Y,N,intermediate,N,Y,D,12000000000,benchmark_candidate,중기채 benchmark이며 직접 근거 없이는 메인 추천 제외,bond_duration,US_TREASURY,Y,범용 방어 benchmark입니다
VGLT,Vanguard Long-Term Treasury ETF,bond_etf,USD,US,NASDAQ,rate_shock_growth_duration|recession_liquidity_stress,long_duration|duration_risk,Y,N,long,N,Y,D,10000000000,benchmark_candidate,장기채 benchmark이며 직접 근거 없이는 메인 추천 제외,bond_duration,US_TREASURY,Y,범용 방어 benchmark입니다
EDV,Vanguard Extended Duration Treasury ETF,bond_etf,USD,US,NYSE,rate_shock_growth_duration|recession_liquidity_stress,extended_duration|duration_risk,Y,N,extended,N,Y,D,8000000000,benchmark_candidate,초장기채 benchmark이며 직접 근거 없이는 메인 추천 제외,bond_duration,US_TREASURY,Y,범용 방어 benchmark입니다
BND,Vanguard Total Bond Market ETF,bond_etf,USD,US,NASDAQ,rate_shock_growth_duration|recession_liquidity_stress,broad_bond|duration_risk,Y,N,intermediate,N,Y,D,15000000000,benchmark_candidate,종합채권 benchmark이며 직접 근거 없이는 메인 추천 제외,bond_duration,US_BOND,Y,범용 방어 benchmark입니다
AGG,iShares Core US Aggregate Bond ETF,bond_etf,USD,US,NYSE,rate_shock_growth_duration|recession_liquidity_stress,broad_bond|duration_risk,Y,N,intermediate,N,Y,D,15000000000,benchmark_candidate,종합채권 benchmark이며 직접 근거 없이는 메인 추천 제외,bond_duration,US_BOND,Y,범용 방어 benchmark입니다
GOVT,iShares US Treasury Bond ETF,bond_etf,USD,US,CBOE,rate_shock_growth_duration|recession_liquidity_stress,broad_treasury|duration_risk,Y,N,intermediate,N,Y,D,12000000000,benchmark_candidate,국채 benchmark이며 직접 근거 없이는 메인 추천 제외,bond_duration,US_TREASURY,Y,범용 방어 benchmark입니다
VCSH,Vanguard Short-Term Corporate Bond ETF,bond_etf,USD,US,NASDAQ,recession_liquidity_stress|rate_shock_growth_duration,short_credit|credit_spread,Y,N,short,N,Y,D,10000000000,benchmark_candidate,단기회사채 benchmark이며 직접 근거 없이는 메인 추천 제외,credit_bond,US_CREDIT,Y,범용 방어 benchmark입니다
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,bond_etf,USD,US,NASDAQ,recession_liquidity_stress|rate_shock_growth_duration,intermediate_credit|credit_spread,Y,N,intermediate,N,Y,D,10000000000,benchmark_candidate,중기회사채 benchmark이며 직접 근거 없이는 메인 추천 제외,credit_bond,US_CREDIT,Y,범용 방어 benchmark입니다
PDBC,Invesco Optimum Yield Commodity ETF,commodity_etf,USD,US,NASDAQ,inflation_energy_shock|geopolitical_supply_chain,broad_commodity|inflation,N,N,none,N,N,C,8000000000,hedge_candidate,인플레이션 및 원자재 취약점 보완 후보,broad_commodity,COMMODITY,Y,핵심 취약점 직접 완화 후보
GSG,iShares S&P GSCI Commodity ETF,commodity_etf,USD,US,NYSE,inflation_energy_shock|geopolitical_supply_chain,broad_commodity|inflation,N,N,none,N,N,C,6000000000,hedge_candidate,인플레이션 및 원자재 취약점 보완 후보,broad_commodity,COMMODITY,Y,핵심 취약점 직접 완화 후보
DBA,Invesco DB Agriculture ETF,commodity_etf,USD,US,NYSE,inflation_energy_shock|geopolitical_supply_chain,agriculture|inflation,N,N,none,N,N,C,5000000000,hedge_candidate,식량 물가 취약점 보완 후보,broad_commodity,AGRICULTURE,Y,핵심 취약점 직접 완화 후보
SLV,iShares Silver Trust,commodity_etf,USD,US,NYSE,inflation_energy_shock|geopolitical_supply_chain,precious_metal|silver,N,N,none,N,N,C,7000000000,hedge_candidate,귀금속 인플레 보완 후보,precious_metal,SILVER,Y,핵심 취약점 직접 완화 후보
UNG,United States Natural Gas Fund,commodity_etf,USD,US,NYSE,inflation_energy_shock|geopolitical_supply_chain,natural_gas|energy,N,N,none,N,N,C,5000000000,hedge_candidate,에너지 공급 충격 보완 후보,oil,NATGAS,Y,핵심 취약점 직접 완화 후보
FXY,Invesco CurrencyShares Japanese Yen,fx_etf,USD,JP,NYSE,usdkrw_fx_korea,fx_hedge|yen,N,N,none,N,N,C,3000000000,hedge_candidate,엔화 방어 후보,fx,JPY,Y,핵심 취약점 직접 완화 후보
FXE,Invesco CurrencyShares Euro,fx_etf,USD,EU,NYSE,usdkrw_fx_korea,fx_hedge|euro,N,N,none,N,N,C,3000000000,hedge_candidate,유로 환헤지 비교 후보,fx,EUR,Y,핵심 취약점 직접 완화 후보
FXF,Invesco CurrencyShares Swiss Franc,fx_etf,USD,CH,NYSE,usdkrw_fx_korea,fx_hedge|swiss_franc,N,N,none,N,N,C,3000000000,hedge_candidate,스위스프랑 방어 후보,fx,CHF,Y,핵심 취약점 직접 완화 후보
EEM,iShares MSCI Emerging Markets ETF,equity_etf,USD,GLOBAL,NYSE,usdkrw_fx_korea|geopolitical_supply_chain,emerging_market|global_beta,N,N,none,N,N,C,15000000000,diagnostic_only,신흥국 beta 기준 자산,global_equity,EM,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
FXI,iShares China Large-Cap ETF,equity_etf,USD,CN,NYSE,geopolitical_supply_chain|usdkrw_fx_korea,china_equity|global_trade,N,N,none,N,N,C,10000000000,diagnostic_only,중국 beta 기준 자산,china_equity,CHINA,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
INDA,iShares MSCI India ETF,equity_etf,USD,IN,CBOE,usdkrw_fx_korea|geopolitical_supply_chain,india_equity|global_beta,N,N,none,N,N,C,8000000000,conditional_candidate,지역 분산 비교 후보,global_equity,INDIA,N,취약점 보완 근거가 있을 때만 검토 후보
EWJ,iShares MSCI Japan ETF,equity_etf,USD,JP,NYSE,usdkrw_fx_korea|geopolitical_supply_chain,japan_equity|yen_proxy,N,N,none,N,N,C,12000000000,conditional_candidate,일본 지역 및 엔화 proxy 후보,global_equity,JAPAN,N,취약점 보완 근거가 있을 때만 검토 후보
SH,ProShares Short S&P500,inverse_etf,USD,US,NYSE,recession_liquidity_stress|rate_shock_growth_duration|semiconductor_ai_cycle,inverse_equity|tail_hedge,N,N,none,Y,N,C,10000000000,research_only,인버스 ETF로 리서치 전용 후보,tail_hedge,US_INVERSE,N,리서치 전용 후보
PSQ,ProShares Short QQQ,inverse_etf,USD,US,NYSE,rate_shock_growth_duration|semiconductor_ai_cycle|recession_liquidity_stress,inverse_nasdaq|growth_beta_offset,N,N,none,Y,N,C,10000000000,research_only,나스닥 인버스 ETF로 리서치 전용 후보,tail_hedge,NASDAQ_INVERSE,N,리서치 전용 후보
069500.KS,KODEX 200,kr_etf,KRW,KR,KRX,korea_domestic_credit|usdkrw_fx_korea,korea_equity|market_beta,N,N,none,N,N,C,10000000000,diagnostic_only,한국시장 beta 기준 ETF,korea_equity,KOSPI200,N,장세 해석용 자산으로 기본 헤지 후보에서 제외
114800.KS,KODEX Inverse,kr_etf,KRW,KR,KRX,korea_domestic_credit|usdkrw_fx_korea|semiconductor_ai_cycle,inverse_korea|korea_beta_offset,N,N,none,Y,N,C,8000000000,research_only,한국시장 인버스 리서치 전용 후보,tail_hedge,KOSPI200_INVERSE,N,리서치 전용 후보
132030.KS,KODEX Gold Futures H,kr_etf,KRW,KR,KRX,inflation_energy_shock|geopolitical_supply_chain,gold|kr_listed,Y,N,none,N,Y,D,5000000000,benchmark_candidate,한국 상장 금 benchmark,gold_etf,GOLD,Y,범용 방어 benchmark입니다
261240.KS,KODEX US Dollar Futures,kr_etf,KRW,KR,KRX,usdkrw_fx_korea|korea_domestic_credit,usd_hedge|krw_weakness,N,N,none,N,N,B,5000000000,hedge_candidate,원화 약세와 한국 포트폴리오 환율 취약점 보완 후보,fx,USD_KRW,Y,핵심 취약점 직접 완화 후보
153130.KS,KODEX Short-Term Bond,kr_etf,KRW,KR,KRX,korea_domestic_credit|rate_shock_growth_duration,kr_short_bond|cash_like,Y,Y,short,N,Y,D,5000000000,benchmark_candidate,한국 단기채 benchmark로 최종 선택은 최대 1개,cash_like,KR_BOND,Y,범용 방어 benchmark입니다
BTC-USD,Bitcoin,crypto,USD,GLOBAL,CRYPTO,recession_liquidity_stress|usdkrw_fx_korea,crypto|high_beta,N,N,none,N,N,C,10000000000,conditional_candidate,위험자산 성격이 강한 비교 후보,large_cap,CRYPTO,N,위험자산 성격이 강해 all 모드에서만 비교합니다
ETH-USD,Ethereum,crypto,USD,GLOBAL,CRYPTO,recession_liquidity_stress|rate_shock_growth_duration,crypto|high_beta,N,N,none,N,N,C,8000000000,conditional_candidate,위험자산 성격이 강한 비교 후보,large_cap,CRYPTO,N,위험자산 성격이 강해 all 모드에서만 비교합니다
BNB-USD,BNB,crypto,USD,GLOBAL,CRYPTO,recession_liquidity_stress,crypto|high_beta,N,N,none,N,N,C,5000000000,conditional_candidate,위험자산 성격이 강한 비교 후보,large_cap,CRYPTO,N,위험자산 성격이 강해 all 모드에서만 비교합니다
SOL-USD,Solana,crypto,USD,GLOBAL,CRYPTO,recession_liquidity_stress|rate_shock_growth_duration,crypto|high_beta,N,N,none,N,N,C,5000000000,conditional_candidate,위험자산 성격이 강한 비교 후보,large_cap,CRYPTO,N,위험자산 성격이 강해 all 모드에서만 비교합니다
XRP-USD,XRP,crypto,USD,GLOBAL,CRYPTO,recession_liquidity_stress,crypto|high_beta,N,N,none,N,N,C,5000000000,conditional_candidate,위험자산 성격이 강한 비교 후보,large_cap,CRYPTO,N,위험자산 성격이 강해 all 모드에서만 비교합니다
